#name	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40
1	-0.187607893811944	0.0544456289163077	-0.553639254561258	0.69697098885385	2.13797537326105	1.76064087694105	-1.84972597294222	0.10227254101939	0.623577605311658	1.03329654648406	-0.825751833288886	-0.602198776283588	0.215895818967776	-1.59913361385196	2.38662951523011	1.01618407869681	1.09120873620598	1.30077942346938	1.14759994631122	1.14318767218705	1.04263487205322	0.41582059804286	-0.883821111461163	-0.000364485616130172	0.27552187393926	0.301514199717342	1.81635999380438	-0.297881485460241	-1.15525548096647	0.21589203012834	-0.352852732504595	0.126915296476916	1.17282340073581	-1.12517339657281	1.13258301845395	1.28085797106889	-0.940596458732184	-0.928236142338997	0.806183652082144	-0.709653942483717
2	-0.851906313025457	-1.29115936955180	1.38441325756033	-1.76231383403243	1.14178017778912	0.721659709066768	0.667316574594765	2.50739242896952	0.857756655882352	0.582671200446445	-1.17768023643809	1.05000724093286	0.703084326480457	-0.200870244946997	-0.581230491915709	-0.755785261453416	-0.982643947082089	0.812111959916528	0.250848152120916	0.0965370553827565	-0.975968985446402	-0.846810351029772	0.346298090684694	1.40797731754616	-0.500471344365678	-0.0398812005245138	1.13190802156276	1.28631768969883	-1.37545526093088	0.118136430363938	1.08100220088504	-0.404054849956064	-1.19456297244427	-1.32971364404902	1.59279396237762	-0.833968534163128	1.04711994749668	-1.66862071847260	1.31442162126767	-1.44875972430926
3	-0.495805497269959	-0.975495088992895	0.232248337578065	1.01989840205661	0.308473081737442	0.88588063710127	0.575334329223566	0.185706193780802	0.171035579946438	-0.936498416052377	-1.43195391175668	0.7361043107665	-0.500086392863086	-0.530922164297401	-1.38437580687029	0.90462816082752	0.699034800786781	0.475572206962886	-1.17757469876809	0.715882163629405	0.0897816278215802	-0.252137313145276	-0.570308657165441	-1.34843084591834	-0.121461374066904	0.605131885463022	0.182493374511346	-0.474624862952898	-0.527748424896988	-0.0740001921101013	-0.133180926190739	0.171695710258059	-0.266586826388678	0.312994078355819	-1.33954837736243	0.0533609964666546	-1.63205055469684	0.0507928148246773	0.262546614446084	-0.971145207556948
4	0.442878233364568	1.23258753607707	-1.93473840829916	-2.32392008319117	-0.622697771227857	0.342849161473013	0.0888092753900013	0.356430535645893	0.22744211496447	-0.244804161291605	0.467755215075204	0.61586509311824	1.21579432046826	-0.150952796511551	-1.54391346852305	0.82785122185457	-1.01430573991762	1.54487221823180	1.04559867385609	0.426847106785577	1.78452320825873	0.658467327879632	0.99580105896715	0.0339067824464799	-2.06189267440859	0.53066813576617	-0.391449712427128	0.203386493520515	-0.929210731221519	1.93138039094985	-0.121936449242387	1.44761030299386	-1.11283791832625	-0.246561137459983	0.299334193883575	0.363602209371874	0.436730508436994	0.172443359504769	0.746190239855906	-0.347349031667931
5	0.0774739901479112	0.945123474578114	-0.148601746366061	0.311051557750805	-0.991370706003472	0.834018935770808	-1.50383676499806	0.731065592208926	0.18467072528429	0.888164626733559	1.7658059286947	1.90016750659218	1.82031836906249	1.53976207767841	0.595581693886737	1.47355997587352	0.363601598126329	-2.01653028573976	0.551102188772507	-0.290120332455249	-1.03243267149917	0.612237017013887	-0.117107188271718	0.927429372178254	-0.764858455527368	1.11803855613270	0.335904242196467	-0.895182790056568	0.602820373163453	-1.03347752544386	0.92371843300876	0.881192508072404	-1.14911792168660	0.8954835341407	-1.55260943058017	1.80740733880648	0.0622504646556241	0.502007798418287	0.0436735444168552	0.228053958471184
6	0.235304800613379	-0.355783319400234	-0.236914890590642	-0.825983253925894	-0.362508369237741	-2.11317507650025	1.80149682114055	0.392826109785895	0.80191659190828	0.688304310645903	0.268397420097691	-1.00548476748939	-0.72689099916083	3.16673120197480	0.476412293004087	-0.634603204817387	0.78166010598093	-1.13732920233858	-2.02036269780673	-0.494891682924739	0.218982620560154	-0.26445147392463	0.625542008433878	-0.225822783594595	0.040919254947225	0.224188289303043	-0.31335910804563	-0.0318811615915274	0.527017281053229	0.213096047769597	-0.811526213783399	1.91992802586123	2.54027377834004	-1.21180485073394	2.01570359903396	-0.779850603548713	-0.316131258023664	-0.659198568088313	-0.389352096657695	-0.330877222224708
7	0.150791309321174	1.57828389869855	0.578433364819933	-1.58878899928807	-1.11739372169077	0.249320548027108	-0.266373347203337	0.789250839813147	0.81721949146162	0.0349750417774057	-1.58217047580421	0.731642551568325	0.175463091244532	-0.335438345000876	1.24645239022684	0.811454687803572	-0.693156363185359	-0.780152150917926	-0.655931197097753	0.775859028758671	1.06332306807183	-1.38734253622395	1.02237621466795	0.184888795439455	-1.126354152261	1.5853220614977	1.79973000329753	-0.0694004788074498	-1.71758700815653	0.528400864136964	1.51071642441859	-0.188831580557589	-1.63106691899287	-0.618409823056338	0.123412076525866	0.381010596978294	0.0265942698798102	-0.991206719459574	-0.543414234545115	2.16319539306583
8	-0.197110060547096	1.93397921892968	-0.780775741457354	1.06565427385847	0.210791303664040	0.987387042936262	0.728173245694139	-2.15825536180691	1.49765944995482	-0.607244507891124	0.9346655598812	0.0835292880304105	-0.154775202486067	-0.903656707877686	0.143354164305912	-0.301139747390828	-0.718493113827595	-1.65712609583971	-0.966256215604313	0.224286733105374	-0.803987476831879	0.211633803306642	0.956425666121018	-0.344960237824287	0.586184251108407	0.112781705140565	-2.19854535915347	1.15689399272263	-0.771931689716326	-0.757452092300362	-0.138072147285849	-1.81973019093468	0.901993199894292	-0.232099745373094	-0.398298429802091	-0.792281476317548	1.09952978727231	0.485708086885003	0.758757337331929	1.37005455468551
9	1.34716227487278	0.659132278137396	0.212781320957413	0.116115039962686	0.107402469639845	1.92668393257105	1.65639852921054	1.12908779048176	-0.246030605545074	-0.0762735859276364	0.675990916811692	-0.322349062338577	0.52289600693694	-0.219437930628048	1.57482905780698	-0.405669577356427	1.19682244890536	0.06260978725595	1.60923439888082	-0.826265012823136	-0.374267645407131	1.81375312192344	-1.81560443117945	-0.484310714953145	0.821716184906695	-0.486273415809876	1.55034917532324	0.105465894170815	2.29444632671885	1.4036518042713	0.121641748991012	1.15115694524797	-1.7108242927126	0.125614335476475	0.092163370543836	-0.729202245109406	0.788398880875181	-0.400371597872085	1.09150949047958	-1.30808556144956
10	-0.510492430306743	-0.433985202619268	-1.33496319011327	2.04582405094868	-0.488482935608429	-0.470879141110809	0.845376615463348	1.54926846895681	1.44956642997047	-1.36895198174559	1.59839630828717	0.169503982700036	0.447185808643379	-0.8368629078903	0.5061822887217	0.134190307856799	-0.277557913214291	-0.777344987042057	0.930599969803477	0.974576924343313	0.493683846693912	-0.155891655756709	0.204930219458401	-0.141737055974534	1.19080325728585	-0.969920005684912	-0.76469045796822	0.0178363889615645	1.71421964424238	-1.23893485015720	0.764858557803253	1.86853834268439	0.638488975077087	-0.467500806832152	-1.37556925732155	-0.112366678463763	0.185180488135471	0.0629246732370941	-1.94247593531122	-0.0802410443939328
11	0.390633783106844	0.743606831822981	0.525703674942555	0.126239108884808	0.200475941738853	1.42046028398185	-0.108970259528504	-2.17735537571486	2.13534984375558	-1.54696640421494	-0.429721166803916	-0.929432085085275	0.137024250451315	0.585327917179733	2.16304170058541	0.570067168940695	-1.19190298425061	0.97268508057377	-2.04717116933693	-0.648580746259152	-0.398397398511801	0.652275524431657	-1.25628352095211	1.21293434046703	-2.62249359976857	-2.10415910244283	-1.18229333006555	-0.81843895083662	1.16696511822240	1.04380251625914	0.338331978219432	0.386633753503415	-0.258352515695850	0.713747876567099	0.117239332762395	1.52050396860183	1.95753969043571	0.170382348905798	-0.388170429784906	-0.209870340213485
12	-0.285986826555320	-0.198832621203869	0.0830598727536024	1.48283732502263	0.629247730192383	0.850421132745347	0.325046483377517	0.106968125572330	1.3484428255403	-0.756850847426859	1.64840033095655	-0.324244570265973	1.40827075887521	-0.205507619335984	1.59862378467838	-1.27260634866507	-0.560036009259015	0.0605727688325065	1.12027373424933	1.70828172679069	0.995526653348284	1.04920848406368	1.17501544434595	-2.39294410599228	-0.293823226751896	1.89829599141450	-2.03708779335637	-2.11649702148994	-0.103357026437063	1.002335544778	-1.33127013980607	-0.634602773079671	-0.184719828297460	1.52155036724306	0.186167945266399	0.135965568233627	-3.41487073793216	0.319752535961151	0.217853524443635	2.24642033058024
13	0.0140951568632242	1.14372293708892	-0.869734069480334	-0.199783371969339	0.392155489865829	1.13958079204952	0.0655776906179814	-0.244183954257218	0.324511971581782	0.506682113726925	-0.014857751520091	0.56546927075573	-0.361446884710752	-0.628951918620978	0.40183259603198	-1.46678385861535	-0.079495681074602	-1.05367792701832	-1.20370056499684	-0.486302488606611	-0.733478576052004	-2.55474884445281	-0.36759503261762	0.788815552161294	-0.0546628722568735	1.41869748975059	0.00456173648423079	-1.33287238020441	-0.272332817612393	-1.32107394474724	1.00244367951747	-1.22187553955263	0.931523803600801	0.220350759217962	-0.556467849062867	0.68100447078149	-1.66620111726521	-1.49319362636574	0.0107574819667363	-0.0491294922424018
14	-1.07319146259055	1.36995148402685	-0.908712712114878	0.95897526156225	1.39311891408577	-0.7465485767229	0.70890067452356	-1.63184495172279	-0.269195913587004	-1.58562867947547	0.0771898890520805	-0.154434667463931	-0.689905096838215	-1.11313956115586	0.627835764892332	-2.80309424679636	1.10485140443058	0.967832969721535	0.704079328579884	-2.84025741108897	1.70718380736509	0.467790323974226	1.36004560437088	0.455524806827755	0.845369381864004	0.190368372983462	1.94045839130319	-0.189458285868379	-0.656572216612195	0.489798353161637	-0.889314111676136	0.209727784276889	-0.718738578240906	1.39097784417381	-0.554580058207189	-2.16330958847651	-0.297376571109334	-1.17009926633869	-0.834020297306634	0.0348470643080454
