#	r.1	r.2	r.3	r.4	r.5	r.6	r.7	r.8	r.9	r.10	r.11	r.12	r.13	r.14	r.15	r.16	r.17	r.18	r.19	r.20	r.21	r.22	r.23	r.24	r.25	r.26	r.27	r.28	r.29	r.30	r.31	r.32	r.33	r.34	r.35	r.36	r.37	r.38	r.39	r.40	r.41	r.42	r.43	r.44	r.45	r.46	r.47	r.48	r.49	r.50	r.51	r.52	r.53	r.54	r.55	r.56	r.57	r.58	r.59	r.60	r.61	r.62
G.1	3.62252682252158	3.47027657334929	3.01888395198067	3.09791485399592	3.00797886431987	3.76709670808113	3.34536650266454	3.15532235668039	3.55804516951095	3.2497912677108	3.36670328944967	3.56872433887421	2.85948245103022	3.38664665705885	3.4420773292907	3.12335386011421	3.11874559757204	3.30943700054952	2.84414144434178	3.29191888448263	3.38314177704473	3.47874060402106	3.02480757631681	3.15421054651251	3.39902315474696	3.61199341792297	3.71228979059966	3.48842827983323	3.50555300659474	3.64592254359756	3.20251411571542	3.25439418633899	3.51488863877141	3.44849824319926	3.37607554985898	3.18671312704571	2.89628306484023	3.02717194556762	3.36353153251762	3.72401617598604	3.08106737754622	3.80625169950783	3.10550215271449	3.53532302214944	3.24401455866007	3.5397406427552	2.69124358951458	3.89252223545332	3.59767505464987	3.75762907420096	3.15863928520381	3.27485699670565	3.3771316843872	3.48505464500243	3.06351754471395	3.16309436412362	2.75517471365435	3.45831266249537	3.29272208129317	3.42706650669573	3.54802608569666	3.23261871338623
G.2	3.30882640688086	3.6816094799679	2.78357755688815	2.86395577295303	2.90538422973973	3.25875301968584	3.29737585794752	2.79561556498243	3.19301824358217	2.38380051442679	3.31514906962293	3.66580466448922	3.16578274869776	3.19739476677154	2.21922570244238	2.68199520672281	2.85238382380068	2.96330523099438	3.02622066583919	2.77426933275841	2.72108519844488	2.77580983395089	2.49655526246498	3.68832879000951	2.94006407194231	3.14933888232408	3.25324363918415	3.49036160791773	3.17006359579817	3.09535170786722	3.22795475408652	2.02853941678082	2.47467232127025	3.61965207367565	2.95593603380907	2.83187197244221	3.48971269421953	2.52777597779115	3.51551526052282	3.21963889644358	3.44104012989481	3.16167546669089	3.1651021956688	2.08462709651197	2.85742215370453	2.14582476174461	2.47492502730579	3.43736414011389	3.05755245313962	2.67913354216017	2.91674668651748	2.95928143742323	3.21252482818392	3.1684218266569	3.1969077151935	2.73016906222941	3.00102771550702	3.30005739364155	3.03603239147262	3.29082150785277	3.1114410247223	1.87307081297702
G.3	2.98615436702439	3.42555327805132	2.56977171531459	2.77294207937507	2.56054823821496	2.93645237968278	3.15689678500786	2.52797193687113	2.9023483174686	2.08946034477157	3.08038458562432	3.39415829180218	2.96633337817787	2.93393000768914	2.02263228892188	2.54971753474857	2.63994478572745	2.82534226008615	2.94036664420199	2.44540322625900	2.41604408913639	2.48872940306962	2.23630385097210	3.45609606012204	2.83781637954222	3.08960045854730	3.16375683118070	3.36072763535371	2.96617555907797	2.81273924929270	3.08403224353076	1.94676562675746	2.35441049070625	3.42736861660585	2.82320328334149	2.77527531096377	3.23220300235594	2.45085209021580	3.43258337787155	3.03892991653043	3.35631069788209	3.14171420843165	2.96919220674225	1.98327452712944	2.78665486617049	2.04358907766089	2.26392090383878	3.18650038273956	2.71423002545548	2.46463149880896	2.58077656488982	2.84378372590848	3.22394483102957	3.04381505478185	3.11459828158128	2.42084152550460	2.80616832408897	3.18334381533822	2.91917388389148	3.04346123679264	2.85663415426790	1.59081378742356
G.4	2.71053695957127	3.04610894440717	3.21139000178103	3.18623842470695	3.25303873226693	3.29894026463965	2.82100522324550	2.50833242723834	2.91436445864629	3.40385727751588	2.79590801188783	3.11040532845297	1.94332704946606	2.89925281436545	2.67003328707512	2.20203980183789	2.43158097040546	2.58684209517890	2.55805955474283	2.60428589852872	2.44121524787189	2.73196534119566	2.31055626683539	3.3385234195323	2.59641819988720	2.82863611911659	2.83222915912768	2.80145370605893	2.99672644621463	3.00311612288389	2.85705987043905	2.81774273533609	2.86559272752615	2.80267027843655	2.81929411346119	2.22331465995415	3.16800529752155	2.09304054192893	3.0555149275313	2.69006863896085	2.15571742371050	3.72740565614116	2.68008622694781	2.54899881021066	2.51532508207878	2.60572063868835	2.06906069185271	3.13845120597878	2.64655647433673	2.86909456707064	3.17314954759981	2.18192022125307	2.32886382067934	3.30435100158687	3.13279262875139	2.62225120198150	2.57848607624353	2.41442862832032	2.34879396397618	2.98718062469427	2.88474470380926	2.98520918524644
G.5	2.09130999251053	2.40239990938699	2.70756015223741	2.35408209575804	2.33679954127138	2.40740333723894	2.86215712656881	3.20312081569559	3.14189140020782	2.66654897929052	1.86359462430673	3.65274506535374	2.2889351944069	2.35073583814161	1.94064694787088	1.81467623030003	2.58665204116441	2.59027470426811	2.52037348702115	1.96248774583490	1.94377300063792	2.36468550070117	3.05534092064652	2.09679988084314	2.63172453870709	2.26719440738472	2.33232679309283	2.47701186619359	1.86136053805368	2.1836939660476	2.48298874769309	2.35319183476837	2.69986289952634	2.51708667503686	2.14616003497647	2.84909621019642	1.63684423066221	2.93694751769928	3.00523059325045	2.89642873092671	2.44394267537385	2.72581663961201	2.65929008604073	2.41865196828032	2.01866086087038	2.48885513664575	2.21899461979584	2.42250843753955	1.98933629969211	3.11109468490262	2.68590773734234	2.9381644027391	2.81870106375134	2.74791493236960	2.6734179091169	2.39888090850836	2.31333796707351	2.41609149633673	2.73230698514954	1.88716859469185	2.31972612658017	2.41304365693539
G.6	3.11912569830595	2.46053058452570	2.63283197879728	2.75882943271469	3.04002965919365	2.72783214206775	3.18944093324511	3.4148045349917	2.40697723854407	2.52995802385064	3.24694825933673	3.02762859041507	3.12863966143967	2.13323859990832	2.87571717679064	2.25335849832128	3.12365854052825	3.36187490856801	2.63319064558417	2.22789399738934	2.95177362667758	3.22841254955554	3.08226646605702	2.36246974510967	3.05272336063159	3.10525457831222	3.36083568708338	3.19007738139217	3.23656650237415	3.26808829266985	3.14299836228829	2.67470886789827	3.36634884331266	3.04205454787524	3.05621415269605	2.52707381499626	2.93557613554592	2.88450102305984	3.14968262675941	3.55144371650688	2.59642245090805	3.16076460906309	3.00854239453653	2.50522302610756	3.40622407511433	2.44305824635697	2.77406856812231	3.40249895059273	3.15000271421959	2.97676276833052	1.63867389740276	2.74368963249613	2.91840313671397	2.14734513175899	2.96410872924502	2.72213515215976	2.33001386252617	3.13219853193161	3.47766319494117	3.36793425859927	3.09543490070995	2.32243900344938
G.7	2.74551701436365	2.15040497537503	2.38528760964501	2.10347473810948	2.88110878693574	2.37374555457282	3.02972374150902	2.99699579797754	2.37957440190962	2.55561703966002	2.81696501182428	3.15926870527358	2.65201628926836	2.11072263265242	2.56109876487580	2.55326994221441	2.80102428441472	2.74789525177261	2.26837328385607	2.58719971920721	2.81095263927704	2.54070921726161	2.97835429200379	2.21045893683144	2.73450832316787	3.07689218425075	3.2406437480019	3.07763936992621	3.18107872897292	2.96247725885788	2.73910598879755	2.856575498052	2.92170918478629	2.62306063762864	2.48398977622702	2.46304481971626	2.74376078775909	2.98896656120921	3.21722568888268	3.05064011259304	2.17877480674729	2.79002119907763	2.36014498016065	2.35391261194125	2.96919031183850	2.46722656167184	2.59540533695827	2.50566835853134	2.88838867709415	3.10088912751358	1.83792870972140	2.35054676110405	2.27892871077944	1.95380292177201	2.62096346479468	2.64169687814007	2.0544503356644	2.68166226626076	2.96973854179606	2.56128792366245	2.43599615050667	2.87566898728076
G.8	2.42142235112094	2.25665549618187	3.00186233742786	2.93266289419509	2.54849682464363	2.12289374800326	2.94081826399609	1.99556732801152	3.26462685383743	2.86866838803207	2.56044381144156	3.5588866711096	2.32630703560732	2.74118542359016	2.18402980684820	2.12302886284576	2.30619546453615	2.42194629337069	2.57853796097642	2.18480444338375	1.50216538471648	2.25512556847867	2.86444012848632	2.30401404053963	2.92924993898692	2.15051198656745	2.14951171189196	2.55516895990823	1.78059025374535	2.08186255163208	2.33385495922539	2.20941005925906	2.57746881371547	2.89168826061676	2.24626156210429	2.82127642211935	2.30457027725714	2.65633049322465	3.22701710914390	2.44082666587843	2.34819311615278	2.53883568067319	2.70755212540217	2.38008622979806	2.05560808083934	2.58878597471304	2.40391552143138	2.75310036181043	1.79379278887241	2.96864751572217	1.96810466378205	2.64550810007909	2.66164201950135	2.90242961029839	2.97283866663927	2.28066220345483	2.13188061197720	2.39589599082724	2.62583306265579	2.67087221735364	2.07901990396735	2.08293185133917
G.9	3.35272554411455	3.02079315816319	2.63395751074876	3.17652384437753	2.85242489579808	3.42851522472148	2.8142561040808	2.63792092964726	3.36378424621148	2.76403585478325	3.35827077271053	3.10547456672288	2.01995628283156	2.90329807103178	1.87536203230894	2.41083054400282	2.85140290380201	2.84561373229334	2.22534487186901	2.74801024432865	2.73260181949991	2.80575551993088	2.49070859067483	3.02178183198038	2.88360708996473	3.11921499997671	3.35670597935757	3.14341698945876	3.07562327564392	3.31287672907853	2.98458880459945	3.0828018649848	3.05374486315400	2.92292503095414	3.07359681798971	2.77546384776164	3.02060339149324	2.61945913869548	2.93490590756119	3.21204357736075	2.67860166420074	3.69877050484325	2.86262186300932	3.10904361953480	2.83160437269474	2.65343443922273	2.16271629525280	3.75935781363458	3.09203459725268	3.70811928376685	2.90002324232558	2.88855640015533	2.88272693907501	3.39001247175366	3.08573432888323	1.67692854278588	2.36715573202509	2.58245020315573	2.69434971978795	3.0740666690334	2.80226023190688	3.18798554708986
G.10	2.96920359722353	3.2593447728001	2.4016643523462	2.84068380507806	2.56789010489608	2.98110868349354	2.92706693779358	3.26024239911679	2.52026463680293	2.34918277852732	2.96759034664768	2.92272924557961	2.89723912334642	2.54799525187924	2.35264485907727	2.41536961855406	2.74812812326167	2.95273062415096	2.92125292430773	2.67969238967627	2.65285332569697	2.47314934584232	2.61603969568620	2.87204748822749	2.87739958626262	2.69636485234309	3.02546601109171	3.11877403647035	3.02316059032648	2.92673671319536	3.54430462706096	1.74323464879580	2.02195141311367	2.88618404441546	3.01000050958583	2.45815127818436	2.80071139786678	2.68778293361976	2.88583057456372	2.96256315105565	3.26877969294864	3.18244786885961	2.97627037941358	2.23336011826100	2.60888522076620	2.19631859907259	2.33731771574874	3.26477168360932	2.3825642028597	2.48221912640262	2.80653714607629	2.49354787252305	3.3173643911953	2.84576170227785	3.02561135867662	2.56465145802356	2.69031368049900	3.1458647773344	2.90506849840257	3.61552331088046	2.51006434036199	1.89510651546150
